,hu_xing,area,chao_xiang,other,lou_cen,lei_xin,dan_jia,zong_jia
2408,2室1厅 ,52.4,西南北, 简装 , 中楼层(共5层) , 1996年建 ,"97,236元/平",510
2409,3室2厅 ,103.2,南北, 精装 , 中楼层(共6层) , 2000年建 ,"47,062元/平",486
2410,3室2厅 ,114.8,南北, 精装 , 中楼层(共6层) , 2006年建 ,"33,958元/平",390
2411,3室1厅 ,91.3,东西, 简装 , 高楼层(共16层) , 2004年建 ,"106,220元/平",970
2412,2室2厅 ,77.6,南北, 精装 , 中楼层(共11层) , 2005年建 ,"58,332元/平",453
2413,1室0厅 ,54.7,南, 简装 , 低楼层(共9层) , 2008年建 ,"74,873元/平",410
2414,3室2厅 ,119.3,南北西, 精装 , 高楼层(共16层)  , 板楼,"22,370元/平",267
2415,2室1厅 ,46.2,南北, 精装 , 高楼层(共16层) , 2012年建 ,"66,609元/平",308
2416,2室1厅 ,92.9,东北, 精装 , 中楼层(共6层) , 2009年建 ,"26,472元/平",246
2417,2室1厅 ,52.0,南, 简装 , 中楼层(共5层) , 1979年建 ,"51,884元/平",270
2418,2室1厅 ,84.4,南北, 简装 , 低楼层(共16层) , 2010年建 ,"53,898元/平",455
2419,1室1厅 ,59.1,南, 精装 , 高楼层(共13层) , 2005年建 ,"88,435元/平",523
2420,2室1厅 ,93.3,东南, 简装 , 27层 , 2007年建 ,"69,952元/平",653
2421,2室1厅 ,57.1,南北, 简装 , 低楼层(共6层) , 1990年建 ,"61,296元/平",350
2422,2室1厅 ,45.5,东西北, 精装 , 5层 , 1976年建 ,"89,933元/平",410
2423,3室1厅 ,81.7,南西北, 简装 , 中楼层(共9层) , 2014年建 ,"42,819元/平",350
2424,2室1厅 ,85.7,南北, 精装 , 高楼层(共6层) , 2013年建 ,"77,883元/平",668
2425,2室1厅 ,63.4,南北, 简装 , 高楼层(共6层) , 1990年建 ,"43,020元/平",273
2426,2室2厅 ,121.1,南北, 精装 , 低楼层(共9层) , 2003年建 ,"86,648元/平",1050
2427,3室1厅 ,73.2,南北, 精装 , 底层(共5层) , 1979年建 ,"102,334元/平",750
2428,3室1厅 ,75.6,东南, 简装 , 低楼层(共6层) , 1983年建 ,"52,876元/平",400
2429,2室1厅 ,54.3,东西, 简装 , 中楼层(共6层) , 1980年建 ,"53,223元/平",289
2430,3室1厅 ,75.6,东南, 简装 , 低楼层(共6层) , 1983年建 ,"52,876元/平",400
2431,2室1厅 ,54.3,东西, 简装 , 中楼层(共6层) , 1980年建 ,"53,223元/平",289
2432,2室1厅 ,64.9,南北, 简装 , 中楼层(共7层) , 1997年建 ,"97,997元/平",636
2433,2室1厅 ,133.9,东西, 精装 , 中楼层(共23层) , 2003年建 ,"88,067元/平",1180
2434,3室2厅 ,89.7,南北, 精装 , 中楼层(共7层) , 2021年建 ,"53,401元/平",479
2435,3室1厅 ,83.2,西南, 精装 , 低楼层(共18层) , 1988年建 ,"91,095元/平",758
2436,2室1厅 ,90.4,南北, 精装 , 中楼层(共12层) , 2003年建 ,"53,074元/平",480
2437,3室1厅 ,121.9,南北, 精装 , 高楼层(共6层) , 2000年建 ,"28,537元/平",348
2438,2室2厅 ,89.5,南, 精装 , 18层  , 板塔结合,"40,202元/平",360
2439,2室1厅 ,55.8,南, 简装 , 顶层(共6层)  , 板楼,"26,849元/平",150
2440,2室1厅 ,94.3,南北, 精装 , 顶层(共18层) , 2009年建 ,"39,025元/平",368
2441,1室1厅 ,40.1,南, 简装 , 中楼层(共20层) , 1992年建 ,"153,367元/平",615
2442,2室1厅 ,106.6,西南, 简装 , 中楼层(共17层) , 2001年建 ,"39,187元/平",418
2443,2室1厅 ,89.5,南, 简装 , 低楼层(共28层) , 2012年建 ,"43,309元/平",388
2444,2室1厅 ,109.4,东, 精装 , 33层 , 2007年建 ,"56,647元/平",620
2445,2室1厅 ,64.5,南北, 简装 , 14层 , 1989年建 ,"89,839元/平",580
2446,1室1厅 ,36.0,东南, 简装 , 低楼层(共18层) , 1995年建 ,"60,976元/平",220
2447,1室1厅 ,46.8,东西, 简装 , 高楼层(共16层) , 1994年建 ,"119,582元/平",560
2448,2室1厅 ,86.0,南北, 简装 , 低楼层(共6层) , 2011年建 ,"34,275元/平",295
2449,2室1厅 ,56.2,南, 简装 , 高楼层(共6层) , 1999年建 ,"106,724元/平",600
2450,1室1厅 ,56.7,南, 精装 , 低楼层(共16层) , 2014年建 ,"54,245元/平",308
2451,1室1厅 ,57.3,南, 精装 , 24层 , 2007年建 ,"60,210元/平",345
2452,1室1厅 ,51.2,南, 精装 , 中楼层(共18层) , 1990年建 ,"87,644元/平",449
2453,2室1厅 ,87.4,南, 精装 , 中楼层(共27层) , 2013年建 ,"66,118元/平",578
2454,2室1厅 ,72.0,北南, 简装 , 中楼层(共5层) , 1991年建 ,"76,988元/平",555
2455,2室1厅 ,77.3,北东东南, 简装 , 低楼层(共27层) , 2001年建 ,"120,295元/平",930
2456,2室1厅 ,82.5,北, 精装 , 高楼层(共25层) , 2005年建 ,"44,695元/平",369
2457,1室1厅 ,67.1,东, 精装 , 中楼层(共11层) , 2007年建 ,"63,757元/平",428
2458,1室1厅 ,51.1,南, 简装 , 高楼层(共16层) , 2004年建 ,"57,640元/平",295
2459,1室1厅 ,27.8,北, 精装 , 中楼层(共20层) , 2004年建 ,"167,983元/平",468
2460,1室0厅 ,52.0,北, 简装 , 低楼层(共24层) , 2005年建 ,"95,083元/平",495
2461,1室0厅 ,71.1,东北, 精装 , 顶层(共15层) , 2009年建 ,"29,367元/平",209
2462,1室1厅 ,51.1,南, 简装 , 高楼层(共16层) , 2004年建 ,"57,640元/平",295
2463,1室0厅 ,59.5,东, 精装 , 高楼层(共19层) , 2007年建 ,"55,939元/平",333
2464,1室0厅 ,39.1,北, 简装 , 高楼层(共14层) , 2003年建 ,"61,256元/平",240
2465,1室0厅 ,37.1,东, 精装 , 中楼层(共20层) , 2012年建 ,"65,230元/平",242
2466,1室1厅 ,69.2,西, 精装 , 低楼层(共15层) , 2008年建 ,"81,975元/平",568
2467,1室1厅 ,47.6,南, 简装 , 顶层(共6层) , 1991年建 ,"139,706元/平",665
2468,2室1厅 ,59.8,东南西北, 简装 , 底层(共18层) , 1990年建 ,"143,479元/平",858
2469,2室1厅 ,112.9,南北, 精装 , 中楼层(共26层) , 2004年建 ,"73,504元/平",830
2470,3室1厅 ,126.7,南北, 精装 , 顶层(共11层) , 2008年建 ,"49,216元/平",624
2471,3室1厅 ,84.7,南北, 精装 , 中楼层(共6层) , 2003年建 ,"76,660元/平",650
2472,3室2厅 ,168.7,南北, 精装 , 高楼层(共7层) , 2003年建 ,"32,186元/平",543
2473,2室1厅 ,77.7,南北, 简装 , 中楼层(共18层) , 2005年建 ,"98,443元/平",765
2474,2室1厅 ,96.2,南北, 简装 , 中楼层(共7层) , 2011年建 ,"19,221元/平",185
2475,3室2厅 ,136.8,南北, 精装 , 底层(共5层) , 2013年建 ,"38,001元/平",520
2476,3室1厅 ,95.6,南北, 精装 , 中楼层(共13层) , 2016年建 ,"47,037元/平",450
2477,3室1厅 ,92.9,南, 精装 , 高楼层(共24层) , 2002年建 ,"135,371元/平",1258
2478,2室1厅 ,57.8,南, 简装 , 低楼层(共12层) , 1991年建 ,"66,529元/平",385
2479,3室2厅 ,88.5,南北, 简装 , 顶层(共7层) , 2003年建 ,"146,760元/平",1300
2480,2室1厅 ,68.3,南北, 简装 , 中楼层(共15层) , 1996年建 ,"79,063元/平",540
2481,3室1厅 ,87.9,南北, 精装 , 中楼层(共5层) , 2012年建 ,"60,617元/平",533
2482,3室1厅 ,87.8,南北, 精装 , 高楼层(共6层) , 2012年建 ,"63,753元/平",560
2483,2室1厅 ,89.6,南北, 精装 , 低楼层(共21层) , 2012年建 ,"66,355元/平",595
2484,1室1厅 ,61.2,南北, 简装 , 高楼层(共6层) , 1992年建 ,"34,466元/平",211
2485,2室1厅 ,85.6,南, 简装 , 中楼层(共14层) , 2004年建 ,"44,123元/平",378
2486,2室1厅 ,63.7,西南, 简装 , 低楼层(共18层) , 1995年建 ,"101,600元/平",648
2487,2室1厅 ,59.0,西南, 精装 , 顶层(共18层) , 1987年建 ,"77,080元/平",455
2488,2室1厅 ,64.4,南北, 精装 , 中楼层(共6层) , 1992年建 ,"73,712元/平",475
2489,1室1厅 ,53.6,南, 精装 , 中楼层(共18层) , 1998年建 ,"74,600元/平",400
2490,2室1厅 ,64.4,南北, 精装 , 中楼层(共6层) , 1992年建 ,"73,712元/平",475
2491,1室1厅 ,57.8,南, 精装 , 中楼层(共9层) , 2005年建 ,"83,838元/平",485
2492,2室1厅 ,74.3,南北, 简装 , 底层(共6层) , 1996年建 ,"30,927元/平",230
2493,1室1厅 ,66.6,南, 精装 , 低楼层(共18层) , 2005年建 ,"82,521元/平",550
2494,2室1厅 ,63.3,南北, 其他 , 中楼层(共6层) , 1993年建 ,"42,292元/平",268
2495,2室1厅 ,89.5,南北西, 精装 , 中楼层(共6层) , 2012年建 ,"45,475元/平",407
2496,2室1厅 ,61.7,南, 简装 , 高楼层(共15层) , 1985年建 ,"98,704元/平",609
2497,2室1厅 ,89.3,南, 精装 , 28层 , 2012年建 ,"66,921元/平",598
2498,2室1厅 ,91.3,东北, 精装 , 高楼层(共22层) , 2006年建 ,"96,375元/平",880
2499,1室1厅 ,45.4,东南, 精装 , 低楼层(共24层) , 2004年建 ,"112,138元/平",510
2500,2室1厅 ,55.4,南北, 精装 , 6层 , 1984年建 ,"106,441元/平",590
2501,1室1厅 ,59.5,南北, 简装 , 高楼层(共6层) , 1992年建 ,"37,784元/平",225
2502,2室1厅 ,55.8,南北, 精装 , 中楼层(共6层) , 1992年建 ,"73,079元/平",408
2503,2室1厅 ,63.7,西南, 简装 , 低楼层(共18层) , 1995年建 ,"101,600元/平",648
2504,1室1厅 ,53.6,南, 精装 , 中楼层(共18层) , 1998年建 ,"74,600元/平",400
2505,2室1厅 ,59.0,西南, 精装 , 顶层(共18层) , 1987年建 ,"77,080元/平",455
2506,2室1厅 ,89.9,南北, 精装 , 中楼层(共21层) , 2014年建 ,"45,495元/平",409
2507,2室1厅 ,57.3,南, 简装 , 高楼层(共13层) , 1982年建 ,"42,758元/平",245
2508,2室1厅 ,60.9,西南, 精装 , 高楼层(共28层) , 2013年建 ,"31,158元/平",190
2509,1室1厅 ,58.1,东, 精装 , 29层 , 2013年建 ,"54,705元/平",318
2510,2室1厅 ,111.7,南, 精装 , 高楼层(共18层) , 2006年建 ,"70,694元/平",790
2511,2室1厅 ,75.6,南北, 精装 , 22层 , 2003年建 ,"97,752元/平",739
2512,2室1厅 ,74.1,南, 简装 , 低楼层(共30层) , 2015年建 ,"49,933元/平",370
2513,2室1厅 ,64.4,东西北, 简装 , 中楼层(共6层) , 1995年建 ,"43,310元/平",279
2514,1室1厅 ,55.7,南北, 精装 , 低楼层(共7层) , 2004年建 ,"55,456元/平",309
2515,2室1厅 ,66.5,南北, 精装 , 低楼层(共6层) , 1994年建 ,"44,465元/平",296
2516,2室1厅 ,73.3,南, 精装 , 低楼层(共18层) , 2009年建 ,"51,010元/平",374
2517,2室1厅 ,105.3,东南北, 简装 , 低楼层(共25层) , 2004年建 ,"93,050元/平",980
2518,2室1厅 ,53.5,南北, 精装 , 高楼层(共12层) , 1981年建 ,"95,141元/平",509
2519,1室1厅 ,45.4,北, 精装 , 30层 , 2005年建 ,"62,693元/平",285
2520,2室1厅 ,56.1,南北, 简装 , 高楼层(共6层) , 1985年建 ,"122,082元/平",685
2521,1室1厅 ,48.5,南北, 简装 , 低楼层(共15层) , 1997年建 ,"79,918元/平",388
2522,2室1厅 ,86.9,南北, 精装 , 高楼层(共12层) , 2002年建 ,"91,526元/平",796
2523,2室1厅 ,51.7,东西, 精装 , 中楼层(共10层) , 1984年建 ,"141,200元/平",730
2524,1室1厅 ,54.1,东南, 精装 , 低楼层(共16层) , 1987年建 ,"86,475元/平",468
2525,1室1厅 ,59.7,南, 简装 , 低楼层(共18层) , 2010年建 ,"88,763元/平",530
2526,1室1厅 ,49.4,东南, 精装 , 低楼层(共16层) , 1996年建 ,"106,912元/平",529
2527,1室1厅 ,42.4,南, 精装 , 高楼层(共6层) , 1983年建 ,"174,057元/平",738
2528,2室1厅 ,52.4,南北, 简装 , 中楼层(共5层) , 1996年建 ,"93,232元/平",489
2529,2室1厅 ,58.5,西北, 简装 , 中楼层(共17层) , 1986年建 ,"80,301元/平",470
2530,1室1厅 ,59.8,南, 简装 , 高楼层(共15层) , 2001年建 ,"88,949元/平",532
2531,1室1厅 ,52.9,南北, 精装 , 中楼层(共18层) , 2011年建 ,"43,462元/平",230
2532,2室1厅 ,61.0,南北, 精装 , 中楼层(共6层) , 1993年建 ,"113,060元/平",690
2533,1室0厅 ,48.3,西北, 精装 , 低楼层(共15层) , 2006年建 ,"83,076元/平",402
2534,1室1厅 ,48.4,南, 精装 , 顶层(共6层) , 1997年建 ,"39,042元/平",189
2535,1室1厅 ,48.3,南, 简装 , 低楼层(共21层) , 2008年建 ,"62,035元/平",300
2536,2室1厅 ,68.0,南, 精装 , 低楼层(共9层) , 2010年建 ,"37,462元/平",255
2537,2室1厅 ,76.9,南北, 精装 , 中楼层(共7层) , 1996年建 ,"53,679元/平",413
2538,2室2厅 ,80.7,东南, 简装 , 中楼层(共18层) , 1996年建 ,"50,130元/平",405
2539,2室1厅 ,66.0,南北, 简装 , 顶层(共6层) , 1992年建 ,"72,651元/平",480
2540,2室1厅 ,90.1,东南北, 精装 , 中楼层(共22层) , 2005年建 ,"54,237元/平",489
2541,2室2厅 ,105.1,南, 精装 , 低楼层(共12层) , 2004年建 ,"98,469元/平",1035
2542,2室1厅 ,74.0,东南, 精装 , 中楼层(共5层) , 2000年建 ,"65,497元/平",485
2543,1室1厅 ,84.0,南北, 精装 , 顶层(共10层) , 2005年建 ,"59,860元/平",503
2544,2室1厅 ,60.2,南北, 简装 , 中楼层(共6层) , 1993年建 ,"117,608元/平",708
2545,1室1厅 ,47.6,南, 精装 , 中楼层(共21层) , 1995年建 ,"78,633元/平",375
2546,2室1厅 ,59.1,南北, 简装 , 中楼层(共6层) , 1993年建 ,"113,029元/平",668
2547,2室1厅 ,76.6,南北, 精装 , 顶层(共6层) , 2004年建 ,"88,109元/平",675
2548,2室1厅 ,76.6,南, 精装 , 低楼层(共32层) , 2011年建 ,"97,158元/平",745
2549,2室1厅 ,57.4,南北, 精装 , 中楼层(共6层) , 1994年建 ,"113,744元/平",653
2550,1室1厅 ,54.5,南, 精装 , 低楼层(共21层) , 2007年建 ,"50,963元/平",278
2551,1室1厅 ,51.1,西, 简装 , 低楼层(共28层) , 2009年建 ,"42,986元/平",220
2552,2室1厅 ,58.8,南北, 精装 , 高楼层(共6层) , 1995年建 ,"58,634元/平",345
2553,2室1厅 ,106.1,东南, 简装 , 低楼层(共19层) , 2001年建 ,"41,377元/平",439
2554,1室1厅 ,38.4,西, 精装 , 中楼层(共5层) , 2005年建 ,"44,781元/平",172
2555,2室2厅 ,95.0,南北, 精装 , 11层 , 2009年建 ,"23,988元/平",228
2556,2室1厅 ,61.9,南, 精装 , 中楼层(共14层) , 1983年建 ,"75,085元/平",465
2557,1室1厅 ,47.9,南, 简装 , 底层(共6层) , 1991年建 ,"40,685元/平",195
2558,2室1厅 ,56.3,西南, 精装 , 低楼层(共16层) , 1992年建 ,"83,216元/平",469
2559,2室1厅 ,60.8,南北, 精装 , 顶层(共6层) , 1986年建 ,"96,218元/平",585
2560,2室1厅 ,84.1,南北, 简装 , 高楼层(共14层) , 2001年建 ,"56,474元/平",475
2561,2室1厅 ,61.4,南北, 毛坯 , 5层 , 1980年建 ,"58,632元/平",360
2562,2室1厅 ,47.3,南, 精装 , 底层(共6层) , 1983年建 ,"120,144元/平",569
2563,1室1厅 ,58.5,南北, 精装 , 中楼层(共6层) , 1997年建 ,"73,505元/平",430
2564,2室1厅 ,94.2,南北, 精装 , 中楼层(共5层) , 2004年建 ,"50,409元/平",475
2565,1室1厅 ,61.3,南, 精装 , 中楼层(共23层) , 2014年建 ,"91,013元/平",558
2566,2室1厅 ,125.2,东南, 精装 , 中楼层(共30层) , 2004年建 ,"66,263元/平",830
2567,2室1厅 ,68.4,南北, 毛坯 , 中楼层(共7层) , 1998年建 ,"105,171元/平",720
2568,1室1厅 ,67.2,南, 简装 , 中楼层(共20层) , 2002年建 ,"60,940元/平",410
2569,2室1厅 ,50.1,东北, 简装 , 底层(共6层) , 1998年建 ,"71,458元/平",358
2570,2室1厅 ,59,南北, 精装 , 中楼层(共6层) , 1994年建 ,"111,865元/平",660
2571,2室1厅 ,84.1,北南, 精装 , 中楼层(共12层) , 2000年建 ,"56,481元/平",475
2572,2室1厅 ,75.8,南北, 精装 , 中楼层(共11层) , 2009年建 ,"32,314元/平",245
2573,2室1厅 ,97.0,南北, 精装 , 低楼层(共15层) , 2007年建 ,"39,992元/平",388
2574,1室1厅 ,54.1,东南, 精装 , 低楼层(共16层) , 1987年建 ,"86,475元/平",468
2575,1室1厅 ,58.1,东, 精装 , 29层 , 2013年建 ,"54,705元/平",318
2576,2室1厅 ,89.9,南北, 精装 , 中楼层(共21层) , 2014年建 ,"45,495元/平",409
2577,2室1厅 ,57.3,南, 简装 , 高楼层(共13层) , 1982年建 ,"42,758元/平",245
2578,2室1厅 ,60.9,西南, 精装 , 高楼层(共28层) , 2013年建 ,"31,158元/平",190
2579,1室1厅 ,49.4,东南, 精装 , 低楼层(共16层) , 1996年建 ,"106,912元/平",529
2580,2室1厅 ,61.7,南, 简装 , 高楼层(共15层) , 1985年建 ,"98,704元/平",609
2581,2室1厅 ,74.7,西南, 简装 , 低楼层(共16层) , 1995年建 ,"50,168元/平",375
2582,2室1厅 ,50.4,南, 简装 , 中楼层(共6层) , 1985年建 ,"130,875元/平",660
2583,1室1厅 ,57.8,南, 精装 , 中楼层(共9层) , 2005年建 ,"83,838元/平",485
2584,1室1厅 ,66.6,南, 精装 , 低楼层(共18层) , 2005年建 ,"82,521元/平",550
2585,2室1厅 ,64.4,南北, 精装 , 中楼层(共6层) , 1992年建 ,"73,712元/平",475
2586,2室1厅 ,74.3,南北, 简装 , 底层(共6层) , 1996年建 ,"30,927元/平",230
2587,1室1厅 ,50.6,西, 简装 , 高楼层(共24层) , 1996年建 ,"56,511元/平",286
2588,2室1厅 ,95.1,南北, 精装 , 10层 , 2005年建 ,"71,985元/平",685
2589,2室2厅 ,104.3,南, 精装 , 18层 , 2007年建 ,"108,280元/平",1130
2590,1室1厅 ,47.9,东, 精装 , 顶层(共18层) , 1999年建 ,"132,639元/平",636
2591,2室1厅 ,68.2,南北, 精装 , 中楼层(共7层) , 1996年建 ,"117,234元/平",800
2592,2室1厅 ,88.9,南北, 精装 , 高楼层(共6层) , 2005年建 ,"53,945元/平",480
2593,2室2厅 ,80.7,东南, 简装 , 中楼层(共18层) , 1996年建 ,"50,130元/平",405
2594,2室2厅 ,105.1,南, 精装 , 低楼层(共12层) , 2004年建 ,"98,469元/平",1035
2595,2室1厅 ,62.3,南北, 精装 , 6层 , 1995年建 ,"94,367元/平",588
2596,2室1厅 ,57.5,东西, 简装 , 顶层(共6层) , 1992年建 ,"92,174元/平",530
2597,2室2厅 ,92.1,南北, 精装 , 顶层(共11层) , 2008年建 ,"56,998元/平",525
2598,2室1厅 ,90.5,南北, 简装 , 中楼层(共21层) , 2014年建 ,"43,195元/平",391
2599,2室2厅 ,89.9,南, 精装 , 中楼层(共15层) , 2010年建 ,"38,689元/平",348
2600,1室1厅 ,53.6,南, 精装 , 中楼层(共18层) , 1998年建 ,"74,600元/平",400
2601,2室1厅 ,59.0,西南, 精装 , 顶层(共18层) , 1987年建 ,"77,080元/平",455
2602,1室1厅 ,49.1,东南, 精装 , 中楼层(共20层) , 2001年建 ,"99,797元/平",490
2603,2室1厅 ,82.0,南北, 精装 , 顶层(共6层) , 2003年建 ,"27,910元/平",229
2604,1室1厅 ,47.6,南, 精装 , 中楼层(共21层) , 1995年建 ,"78,633元/平",375
2605,2室1厅 ,59.8,南, 简装 , 低楼层(共18层) , 1984年建 ,"100,335元/平",600
2606,2室1厅 ,93.1,南北, 简装 , 28层 , 2014年建 ,"67,533元/平",629
2607,2室1厅 ,59.5,南北, 简装 , 中楼层(共6层) , 1991年建 ,"42,514元/平",253
2608,2室1厅 ,73.3,南, 精装 , 中楼层(共18层) , 2009年建 ,"50,191元/平",368
2609,1室1厅 ,42.3,南, 精装 , 高楼层(共6层) , 1986年建 ,"94,362元/平",400
2610,2室1厅 ,63.1,南北, 精装 , 低楼层(共6层) , 1994年建 ,"37,829元/平",239
2611,2室1厅 ,97.0,南北, 精装 , 低楼层(共15层) , 2007年建 ,"39,992元/平",388
2612,2室1厅 ,53.5,南北, 精装 , 高楼层(共12层) , 1981年建 ,"95,141元/平",509
2613,1室1厅 ,45.4,北, 精装 , 30层 , 2005年建 ,"62,693元/平",285
2614,2室1厅 ,86.9,南北, 精装 , 高楼层(共12层) , 2002年建 ,"91,526元/平",796
2615,2室1厅 ,51.7,东西, 精装 , 中楼层(共10层) , 1984年建 ,"141,200元/平",730
2616,1室1厅 ,48.5,南北, 简装 , 低楼层(共15层) , 1997年建 ,"79,918元/平",388
2617,2室1厅 ,56.1,南北, 简装 , 高楼层(共6层) , 1985年建 ,"122,082元/平",685
2618,2室1厅 ,105.3,东南北, 简装 , 低楼层(共25层) , 2004年建 ,"93,050元/平",980
2619,2室1厅 ,63.3,南北, 其他 , 中楼层(共6层) , 1993年建 ,"42,292元/平",268
2620,2室1厅 ,73.3,南, 精装 , 低楼层(共18层) , 2009年建 ,"51,010元/平",374
2621,2室1厅 ,111.7,南, 精装 , 高楼层(共18层) , 2006年建 ,"70,694元/平",790
2622,2室1厅 ,55.9,南北, 精装 , 低楼层(共6层) , 1993年建 ,"69,681元/平",390
2623,2室1厅 ,81.7,南北, 精装 , 中楼层(共6层) , 2004年建 ,"38,523元/平",315
2624,1室1厅 ,58.1,东, 精装 , 29层 , 2013年建 ,"54,705元/平",318
2625,1室1厅 ,54.1,东南, 精装 , 低楼层(共16层) , 1987年建 ,"86,475元/平",468
2626,2室1厅 ,80.0,南北东, 简装 , 中楼层(共6层) , 1998年建 ,"38,601元/平",309
2627,2室1厅 ,69.6,南北, 精装 , 中楼层(共6层) , 2001年建 ,"66,457元/平",463
2628,2室1厅 ,60.9,西南, 精装 , 高楼层(共28层) , 2013年建 ,"31,158元/平",190
2629,2室1厅 ,89.9,南北, 精装 , 中楼层(共21层) , 2014年建 ,"45,495元/平",409
2630,2室1厅 ,57.3,南, 简装 , 高楼层(共13层) , 1982年建 ,"42,758元/平",245
2631,2室1厅 ,64.4,南北, 精装 , 低楼层(共12层) , 1982年建 ,"69,699元/平",449
2632,2室1厅 ,84.1,北南, 精装 , 中楼层(共12层) , 2000年建 ,"56,481元/平",475
2633,2室1厅 ,56.7,南北, 简装 , 中楼层(共5层) , 1979年建 ,"91,711元/平",520
2634,2室1厅 ,68.1,西东, 精装 , 高楼层(共6层) , 2003年建 ,"114,437元/平",780
2635,2室1厅 ,62.4,南北, 精装 , 中楼层(共6层) , 1992年建 ,"129,808元/平",810
2636,1室1厅 ,59.7,南, 简装 , 低楼层(共18层) , 2010年建 ,"88,763元/平",530
2637,1室1厅 ,49.4,东南, 精装 , 低楼层(共16层) , 1996年建 ,"106,912元/平",529
2638,1室1厅 ,42.4,南, 精装 , 高楼层(共6层) , 1983年建 ,"174,057元/平",738
2639,2室1厅 ,89.5,南北西, 精装 , 中楼层(共6层) , 2012年建 ,"45,475元/平",407
2640,1室1厅 ,67.2,南, 简装 , 中楼层(共20层) , 2002年建 ,"60,940元/平",410
2641,1室1厅 ,49.6,南, 其他 , 中楼层(共18层) , 1995年建 ,"78,550元/平",390
2642,2室2厅 ,100.7,东南, 精装 , 低楼层(共25层) , 2002年建 ,"57,475元/平",579
2643,2室1厅 ,80.6,东南, 精装 , 高楼层(共21层) , 2015年建 ,"70,720元/平",570
2644,2室1厅 ,62.1,西南, 简装 , 高楼层(共7层) , 2001年建 ,"49,864元/平",310
2645,1室1厅 ,38.9,南北, 精装 , 顶层(共6层) , 1992年建 ,"66,307元/平",258
2646,2室1厅 ,82.4,东南, 简装 , 顶层(共25层) , 2000年建 ,"70,329元/平",580
2647,1室1厅 ,67.4,南, 精装 , 低楼层(共21层) , 2005年建 ,"47,316元/平",319
2648,1室1厅 ,52.1,西, 精装 , 中楼层(共18层) , 2009年建 ,"50,864元/平",265
2649,2室1厅 ,90.6,南北, 精装 , 中楼层(共6层) , 2003年建 ,"37,389元/平",339
2650,1室1厅 ,74.7,西南, 精装 , 中楼层(共20层) , 2008年建 ,"51,619元/平",386
2651,2室1厅 ,45.5,东南, 简装 , 底层(共5层)  , 暂无数据,"30,550元/平",139
2652,2室1厅 ,68.1,南北, 简装 , 高楼层(共6层) , 1994年建 ,"36,548元/平",249
2653,1室1厅 ,54.5,南, 精装 , 低楼层(共21层) , 2007年建 ,"50,963元/平",278
2654,1室1厅 ,38.4,西, 精装 , 中楼层(共5层) , 2005年建 ,"44,781元/平",172
2655,1室1厅 ,46.3,东南, 简装 , 中楼层(共16层) , 1993年建 ,"120,951元/平",560
2656,1室0厅 ,46.0,南, 精装 , 高楼层(共26层) , 2013年建 ,"60,587元/平",279
2657,2室1厅 ,80.5,西南, 精装 , 中楼层(共18层) , 1999年建 ,"175,901元/平",1416
2658,1室1厅 ,44.5,南北, 精装 , 中楼层(共6层) , 1990年建 ,"131,656元/平",586
2659,1室1厅 ,52.7,南北, 精装 , 中楼层(共4层) , 1996年建 ,"84,377元/平",445
2660,2室1厅 ,61.9,南, 精装 , 中楼层(共14层) , 1983年建 ,"75,085元/平",465
2661,2室2厅 ,99.5,东北, 精装 , 底层(共21层) , 2009年建 ,"64,222元/平",639
2662,2室1厅 ,58.2,南北, 简装 , 高楼层(共6层) , 1998年建 ,"70,104元/平",408
2663,2室1厅 ,70.8,南北, 精装 , 中楼层(共6层) , 1995年建 ,"61,856元/平",438
2664,1室1厅 ,51.1,西, 简装 , 低楼层(共28层) , 2009年建 ,"42,986元/平",220
2665,2室1厅 ,58.8,南北, 精装 , 高楼层(共6层) , 1995年建 ,"58,634元/平",345
2666,2室1厅 ,106.1,东南, 简装 , 低楼层(共19层) , 2001年建 ,"41,377元/平",439
2667,2室1厅 ,88.2,南北, 精装 , 低楼层(共9层) , 2007年建 ,"48,709元/平",430
2668,1室1厅 ,47.9,南, 简装 , 底层(共6层) , 1991年建 ,"40,685元/平",195
2669,2室1厅 ,60.8,南北, 精装 , 顶层(共6层) , 1986年建 ,"96,218元/平",585
2670,2室1厅 ,57.3,南, 简装 , 高楼层(共13层) , 1982年建 ,"42,758元/平",245
2671,2室1厅 ,111.7,南, 精装 , 高楼层(共18层) , 2006年建 ,"70,694元/平",790
2672,2室1厅 ,50.1,东北, 简装 , 底层(共6层) , 1998年建 ,"71,458元/平",358
2673,2室1厅 ,56.7,南北, 简装 , 中楼层(共5层) , 1979年建 ,"91,711元/平",520
2674,2室1厅 ,69.6,南北, 精装 , 中楼层(共6层) , 2001年建 ,"66,457元/平",463
2675,2室1厅 ,84.1,北南, 精装 , 中楼层(共12层) , 2000年建 ,"56,481元/平",475
2676,2室1厅 ,59,南北, 精装 , 中楼层(共6层) , 1994年建 ,"111,865元/平",660
2677,2室1厅 ,63.3,南北, 其他 , 中楼层(共6层) , 1993年建 ,"42,292元/平",268
2678,2室1厅 ,60.9,西南, 精装 , 高楼层(共28层) , 2013年建 ,"31,158元/平",190
2679,1室1厅 ,54.1,东南, 精装 , 低楼层(共16层) , 1987年建 ,"86,475元/平",468
2680,1室1厅 ,58.1,东, 精装 , 29层 , 2013年建 ,"54,705元/平",318
